Ips,Count,% Over total
84.108.3.114,1,0.00%
45.32.42.24,1,0.00%
88.224.25.183,1,0.00%
107.191.48.220,1,0.00%
23.206.218.13,1,0.00%
104.123.201.188,1,0.00%
45.76.58.148,1,0.00%
173.249.49.91,1,0.00%
149.28.162.28,1,0.00%
17.253.125.206,1,0.00%
52.216.178.163,1,0.00%
197.207.40.3,1,0.00%
34.239.70.18,1,0.00%
3.215.167.234,1,0.00%
18.235.208.102,1,0.00%
54.147.8.184,1,0.00%
99.84.206.6,1,0.00%
13.225.146.77,1,0.00%
70.138.154.234,1,0.00%
13.33.21.58,1,0.00%
85.107.117.5,1,0.00%
46.175.115.68,1,0.00%
45.77.35.102,1,0.00%
45.63.93.48,1,0.00%
74.125.138.207,1,0.00%
209.171.2.87,1,0.00%
74.120.9.89,1,0.00%
149.28.74.20,1,0.00%
207.148.110.244,1,0.00%
185.92.2.24,1,0.00%
85.48.56.237,1,0.00%
74.120.9.235,1,0.00%
144.202.53.175,1,0.00%
92.154.55.207,1,0.00%
140.82.57.234,1,0.00%
51.38.93.236,1,0.00%
195.154.233.78,1,0.00%
51.38.84.225,1,0.00%
91.97.192.171,1,0.00%
198.13.43.86,1,0.00%
207.246.102.214,1,0.00%
140.82.28.48,1,0.00%
93.145.218.168,1,0.00%
13.226.210.102,1,0.00%
13.226.97.83,1,0.00%
171.226.104.125,1,0.00%
17.57.146.23,1,0.00%
45.32.203.13,1,0.00%
23.48.105.85,1,0.00%
13.249.109.56,1,0.00%
54.37.71.226,1,0.00%
13.226.248.90,1,0.00%
158.69.236.46,1,0.00%
17.253.29.201,1,0.00%
184.24.196.125,1,0.00%
173.194.147.58,1,0.00%
159.89.142.41,1,0.00%
62.194.249.186,1,0.00%
23.67.33.82,1,0.00%
108.61.210.116,1,0.00%
23.200.104.82,1,0.00%
104.233.162.122,1,0.00%
23.214.125.148,1,0.00%
23.193.216.15,1,0.00%
23.75.109.181,1,0.00%
103.214.108.43,1,0.00%
98.115.24.14,1,0.00%
190.161.221.138,1,0.00%
138.68.188.132,1,0.00%
109.196.15.253,1,0.00%
118.69.72.95,1,0.00%
130.43.22.193,1,0.00%
176.232.237.1,1,0.00%
17.57.145.166,1,0.00%
13.33.4.42,1,0.00%
18.64.236.3,1,0.00%
68.109.78.109,1,0.00%
187.120.148.161,1,0.00%
185.165.169.185,1,0.00%
77.101.169.127,1,0.00%
114.217.232.71,1,0.00%
18.244.202.79,1,0.00%
120.154.134.151,1,0.00%
96.17.64.80,1,0.00%
67.240.158.230,1,0.00%
13.226.228.98,1,0.00%
17.57.145.167,1,0.00%
79.129.237.232,1,0.00%
89.172.227.157,1,0.00%
36.81.213.201,1,0.00%
184.26.41.147,1,0.00%
74.82.252.34,1,0.00%
212.55.68.109,1,0.00%
17.248.201.64,1,0.00%
17.248.228.70,1,0.00%
184.26.41.211,1,0.00%
178.32.251.215,1,0.00%
17.248.229.64,1,0.00%
23.55.184.125,1,0.00%
17.57.145.171,1,0.00%
93.124.120.115,1,0.00%
72.11.58.169,1,0.00%
89.208.251.121,1,0.00%
96.7.77.164,1,0.00%
17.188.142.171,1,0.00%
36.84.85.252,1,0.00%
178.215.213.194,1,0.00%
45.55.31.18,1,0.00%
13.35.101.4,1,0.00%
73.147.47.48,1,0.00%
23.66.101.76,1,0.00%
89.241.2.187,1,0.00%
23.45.13.176,1,0.00%
23.45.13.202,1,0.00%
13.249.98.70,1,0.00%
13.249.127.222,1,0.00%
18.64.236.68,1,0.00%
23.39.46.32,1,0.00%
18.154.206.86,1,0.00%
23.208.129.152,1,0.00%
23.40.205.208,1,0.00%
13.230.229.15,1,0.00%
173.222.164.162,1,0.00%
23.203.52.10,1,0.00%
52.217.164.80,1,0.00%
17.42.254.8,1,0.00%
17.188.136.29,1,0.00%
23.46.202.8,1,0.00%
13.32.229.214,1,0.00%
99.84.245.116,1,0.00%
23.209.188.140,1,0.00%
17.250.102.15,1,0.00%
13.225.142.108,1,0.00%
23.67.192.105,1,0.00%
13.226.99.108,1,0.00%
176.53.214.133,1,0.00%
13.226.219.13,1,0.00%
23.218.205.190,1,0.00%
3.161.150.74,1,0.00%
23.216.147.37,1,0.00%
35.241.40.23,1,0.00%
104.114.76.202,1,0.00%
23.222.236.27,1,0.00%
18.117.251.58,1,0.00%
23.211.181.147,1,0.00%
13.249.112.86,1,0.00%
23.11.230.138,1,0.00%
13.249.112.54,1,0.00%
13.225.141.104,1,0.00%
54.230.72.16,1,0.00%
13.225.149.39,1,0.00%
99.84.203.7,1,0.00%
184.28.121.186,1,0.00%
170.178.173.156,1,0.00%
66.172.33.86,1,0.00%
176.217.142.230,1,0.00%
199.232.34.208,1,0.00%
172.67.200.46,1,0.00%
13.249.118.8,1,0.00%
17.248.185.47,1,0.00%
111.206.127.8,1,0.00%
23.33.22.78,1,0.00%
23.223.44.155,1,0.00%
104.99.71.140,1,0.00%
18.154.99.74,1,0.00%
23.194.212.50,1,0.00%
148.163.159.10,1,0.00%
104.125.226.43,1,0.00%
17.188.167.156,1,0.00%
106.14.253.223,1,0.00%
82.23.45.64,1,0.00%
104.26.12.111,1,0.00%
184.28.81.150,1,0.00%
173.223.239.166,1,0.00%
47.246.24.200,1,0.00%
104.104.245.10,1,0.00%
146.70.125.109,1,0.00%
23.78.85.104,1,0.00%
13.249.118.14,1,0.00%
23.67.33.212,1,0.00%
23.53.122.215,1,0.00%
23.35.68.170,1,0.00%
209.85.200.94,1,0.00%
17.36.196.178,1,0.00%
17.36.196.143,1,0.00%
13.225.142.57,1,0.00%
23.40.207.184,1,0.00%
216.58.217.195,1,0.00%
23.45.13.83,1,0.00%
23.212.85.206,1,0.00%
23.211.176.19,1,0.00%
23.4.229.62,1,0.00%
148.113.182.51,1,0.00%
17.248.175.204,1,0.00%
23.32.80.110,1,0.00%
54.219.161.240,1,0.00%
23.58.117.73,1,0.00%
23.58.116.26,1,0.00%
184.85.232.40,1,0.00%
23.43.51.141,1,0.00%
17.248.129.202,1,0.00%
184.31.48.161,1,0.00%
95.179.254.174,1,0.00%
209.141.36.240,1,0.00%
165.169.227.45,1,0.00%
23.67.33.81,1,0.00%
79.104.192.117,1,0.00%
99.84.203.102,1,0.00%
112.118.249.221,1,0.00%
18.244.202.116,1,0.00%
45.144.178.127,1,0.00%
23.47.160.155,1,0.00%
23.220.85.159,1,0.00%
142.251.2.188,1,0.00%
64.233.185.106,1,0.00%
98.33.143.35,1,0.00%
23.61.210.88,1,0.00%
23.32.133.63,1,0.00%
23.47.50.249,1,0.00%
54.235.98.235,1,0.00%
118.240.185.77,1,0.00%
29.40.48.21,1,0.00%
73.234.42.206,1,0.00%
68.47.8.228,1,0.00%
212.178.25.214,1,0.00%
18.65.3.84,1,0.00%
23.54.201.156,1,0.00%
23.206.6.46,1,0.00%
18.64.155.58,1,0.00%
23.213.49.140,1,0.00%
54.230.21.33,1,0.00%
98.216.120.100,1,0.00%
23.197.180.25,1,0.00%
89.188.20.103,1,0.00%
81.108.152.168,1,0.00%
60.77.227.142,1,0.00%
78.132.143.57,1,0.00%
35.82.104.224,1,0.00%
185.212.110.3,1,0.00%
44.235.226.49,1,0.00%
23.203.40.58,1,0.00%
140.238.37.46,1,0.00%
218.215.150.161,1,0.00%
23.53.122.197,1,0.00%
44.232.157.197,1,0.00%
203.214.39.194,1,0.00%
45.77.98.5,1,0.00%
23.32.230.152,1,0.00%
175.35.217.148,1,0.00%
81.169.215.140,1,0.00%
172.250.87.172,1,0.00%
2.190.81.217,1,0.00%
185.38.185.13,1,0.00%
199.195.151.252,1,0.00%
73.106.93.46,1,0.00%
74.14.62.133,1,0.00%
217.61.97.121,1,0.00%
212.252.97.230,1,0.00%
95.179.159.23,1,0.00%
73.68.158.86,1,0.00%
51.15.218.171,1,0.00%
149.28.71.203,1,0.00%
87.212.223.144,1,0.00%
188.210.102.91,1,0.00%
92.60.40.228,1,0.00%
94.184.117.126,1,0.00%
23.219.216.177,1,0.00%
23.52.92.205,1,0.00%
23.95.0.189,1,0.00%
47.95.230.107,1,0.00%
199.247.19.170,1,0.00%
217.69.4.159,1,0.00%
159.89.121.31,1,0.00%
46.4.162.117,1,0.00%
78.168.115.187,1,0.00%
95.216.62.62,1,0.00%
45.63.38.173,1,0.00%
162.19.78.48,1,0.00%
5.9.240.167,1,0.00%
167.71.105.98,1,0.00%
188.40.251.125,1,0.00%
198.13.61.225,1,0.00%
45.32.246.155,1,0.00%
78.109.24.217,1,0.00%
23.230.223.139,1,0.00%
13.249.109.64,1,0.00%
17.248.185.40,1,0.00%
167.71.97.219,1,0.00%
116.86.95.196,1,0.00%
80.210.60.28,1,0.00%
54.203.215.28,1,0.00%
207.148.84.100,1,0.00%
23.12.40.72,1,0.00%
23.45.12.82,1,0.00%
37.18.111.226,1,0.00%
185.157.96.145,1,0.00%
194.54.14.168,1,0.00%
5.188.189.254,1,0.00%
37.18.111.225,1,0.00%
23.203.217.223,1,0.00%
13.32.215.77,1,0.00%
23.46.153.59,1,0.00%
23.201.212.237,1,0.00%
17.248.142.117,1,0.00%
13.249.118.56,1,0.00%
18.64.236.100,1,0.00%
104.127.87.190,1,0.00%
104.69.217.209,1,0.00%
13.249.118.44,1,0.00%
23.49.5.106,1,0.00%
23.40.207.218,1,0.00%
104.88.206.89,1,0.00%
23.39.2.96,1,0.00%
23.196.47.56,1,0.00%
23.212.108.121,1,0.00%
31.201.5.159,1,0.00%
13.58.124.225,1,0.00%
52.15.176.190,1,0.00%
18.219.33.143,1,0.00%
13.226.225.110,1,0.00%
18.244.202.128,1,0.00%
17.248.188.101,1,0.00%
45.76.44.165,1,0.00%
35.186.223.180,1,0.00%
23.223.44.206,1,0.00%
13.249.102.70,1,0.00%
45.76.195.68,1,0.00%
217.163.11.131,1,0.00%
13.32.215.46,1,0.00%
217.131.95.249,1,0.00%
8.9.8.169,1,0.00%
85.140.43.193,1,0.00%
158.69.216.141,1,0.00%
52.191.186.214,1,0.00%
217.42.20.16,1,0.00%
77.179.46.10,1,0.00%
79.53.29.74,1,0.00%
74.12.151.150,1,0.00%
1.160.19.174,1,0.00%
86.154.208.141,1,0.00%
144.76.38.184,1,0.00%
37.138.153.145,1,0.00%
82.60.109.15,1,0.00%
23.0.175.27,1,0.00%
141.152.54.30,1,0.00%
104.192.141.1,1,0.00%
13.33.4.70,1,0.00%
61.68.139.128,1,0.00%
13.225.142.36,1,0.00%
23.33.22.68,1,0.00%
82.26.110.250,1,0.00%
90.49.221.137,1,0.00%
76.25.250.20,1,0.00%
81.25.167.137,1,0.00%
45.141.157.99,1,0.00%
60.225.213.190,1,0.00%
109.93.160.182,1,0.00%
81.159.84.189,1,0.00%
184.72.161.12,1,0.00%
176.255.107.13,1,0.00%
10.134.13.40,1,0.00%
89.103.120.229,1,0.00%
94.6.64.83,1,0.00%
5.167.70.129,1,0.00%
88.107.106.70,1,0.00%
77.146.200.170,1,0.00%
62.78.207.70,1,0.00%
76.3.74.41,1,0.00%
66.60.141.181,1,0.00%
137.184.0.170,1,0.00%
83.145.157.112,1,0.00%
202.171.172.233,1,0.00%
160.20.145.209,1,0.00%
172.91.199.69,1,0.00%
95.107.69.221,1,0.00%
2.96.213.56,1,0.00%
68.183.66.138,1,0.00%
190.155.92.106,1,0.00%
72.65.235.64,1,0.00%
60.121.61.154,1,0.00%
24.48.126.197,1,0.00%
109.152.73.84,1,0.00%
23.38.109.73,1,0.00%
95.78.156.166,1,0.00%
13.226.101.14,1,0.00%
23.47.218.250,1,0.00%
17.188.156.169,1,0.00%
23.55.124.168,1,0.00%
23.34.172.80,1,0.00%
172.217.12.150,1,0.00%
91.92.248.66,1,0.00%
172.245.55.41,1,0.00%
13.226.210.129,1,0.00%
23.38.168.58,1,0.00%
141.40.250.9,1,0.00%
23.63.78.8,1,0.00%
184.25.56.74,1,0.00%
23.11.254.45,1,0.00%
23.63.78.58,1,0.00%
96.17.171.19,1,0.00%
104.106.73.174,1,0.00%
23.0.175.82,1,0.00%
72.246.65.162,1,0.00%
92.12.54.224,1,0.00%
80.114.225.217,1,0.00%
72.201.34.22,1,0.00%
37.228.88.201,1,0.00%
71.42.125.218,1,0.00%
46.242.0.57,1,0.00%
24.187.96.82,1,0.00%
140.228.73.7,1,0.00%
62.217.190.109,1,0.00%
92.191.201.218,1,0.00%
146.199.172.181,1,0.00%
81.108.74.48,1,0.00%
95.188.67.160,1,0.00%
73.47.159.42,1,0.00%
99.84.203.75,1,0.00%
23.67.197.147,1,0.00%
82.42.201.100,1,0.00%
85.146.92.119,1,0.00%
24.156.219.151,1,0.00%
23.192.42.202,1,0.00%
74.74.251.82,1,0.00%
98.50.111.89,1,0.00%
23.137.249.41,1,0.00%
81.150.186.219,1,0.00%
104.79.128.34,1,0.00%
139.59.74.7,1,0.00%
31.208.128.172,1,0.00%
217.233.90.176,1,0.00%
88.198.39.205,1,0.00%
104.76.214.8,1,0.00%
172.232.44.10,1,0.00%
23.40.205.8,1,0.00%
63.243.242.155,1,0.00%
63.243.244.32,1,0.00%
18.244.202.69,1,0.00%
17.248.230.66,1,0.00%
143.204.165.127,1,0.00%
104.20.69.171,1,0.00%
23.204.37.185,1,0.00%
23.223.17.210,1,0.00%
23.223.17.202,1,0.00%
23.45.123.195,1,0.00%
17.188.160.24,1,0.00%
17.188.162.90,1,0.00%
95.216.28.117,1,0.00%
78.143.214.223,1,0.00%
74.125.7.73,1,0.00%
188.138.88.42,1,0.00%
23.222.236.33,1,0.00%
17.248.142.37,1,0.00%
23.65.151.214,1,0.00%
37.61.209.146,1,0.00%
18.164.78.102,1,0.00%
91.211.88.65,1,0.00%
78.47.61.83,1,0.00%
173.249.18.147,1,0.00%
195.135.194.6,1,0.00%
5.45.83.11,1,0.00%
104.168.167.16,1,0.00%
137.186.194.228,1,0.00%
102.182.254.126,1,0.00%
5.230.24.38,1,0.00%
188.165.238.185,1,0.00%
185.52.3.224,1,0.00%
88.198.91.74,1,0.00%
23.194.100.162,1,0.00%
23.32.108.193,1,0.00%
52.85.192.127,1,0.00%
98.128.174.174,1,0.00%
17.188.162.210,1,0.00%
98.157.48.167,1,0.00%
73.251.88.53,1,0.00%
47.87.178.208,1,0.00%
70.175.218.7,1,0.00%
13.226.34.93,1,0.00%
124.179.161.244,1,0.00%
24.225.107.154,1,0.00%
23.1.234.184,1,0.00%
174.117.28.68,1,0.00%
90.76.101.122,1,0.00%
77.251.156.12,1,0.00%
86.136.232.154,1,0.00%
218.156.39.195,1,0.00%
221.118.234.64,1,0.00%
176.62.38.238,1,0.00%
89.114.237.16,1,0.00%
81.27.244.71,1,0.00%
136.32.205.1,1,0.00%
191.217.236.140,1,0.00%
37.204.134.4,1,0.00%
68.3.145.217,1,0.00%
71.167.233.28,1,0.00%
23.59.209.174,1,0.00%
17.188.164.82,1,0.00%
17.248.191.202,1,0.00%
142.251.15.104,1,0.00%
44.228.165.120,1,0.00%
51.83.143.92,1,0.00%
34.91.145.202,1,0.00%
34.90.14.205,1,0.00%
54.148.233.62,1,0.00%
17.250.99.19,1,0.00%
93.89.134.9,1,0.00%
23.216.84.182,1,0.00%
23.72.224.49,1,0.00%
23.48.162.141,1,0.00%
23.60.13.24,1,0.00%
5.228.169.26,1,0.00%
184.175.52.124,1,0.00%
68.106.15.162,1,0.00%
37.135.192.89,1,0.00%
23.195.81.18,1,0.00%
18.164.174.114,1,0.00%
99.84.206.9,1,0.00%
154.26.157.62,1,0.00%
104.91.60.224,1,0.00%
23.54.200.12,1,0.00%
23.40.205.233,1,0.00%
73.98.122.150,1,0.00%
17.248.132.157,1,0.00%
66.160.128.215,1,0.00%
185.26.28.173,1,0.00%
3.163.101.93,1,0.00%
54.230.250.9,1,0.00%
195.181.142.247,1,0.00%
197.90.70.201,1,0.00%
41.79.70.146,1,0.00%
184.28.188.187,1,0.00%
13.249.125.6,1,0.00%
81.7.16.182,1,0.00%
102.129.153.219,1,0.00%
23.75.177.218,1,0.00%
17.188.151.177,1,0.00%
135.181.178.19,1,0.00%
217.66.154.43,1,0.00%
99.84.192.42,1,0.00%
173.194.60.137,1,0.00%
185.159.156.5,1,0.00%
104.93.21.49,1,0.00%
13.35.95.67,1,0.00%
203.217.18.114,1,0.00%
70.177.170.25,1,0.00%
89.238.177.67,1,0.00%
185.177.126.27,1,0.00%
52.208.106.220,1,0.00%
23.45.12.163,1,0.00%
23.46.237.63,1,0.00%
217.251.128.8,1,0.00%
104.21.90.108,1,0.00%
72.246.157.206,1,0.00%
81.2.168.148,1,0.00%
17.57.144.137,1,0.00%
51.178.91.200,1,0.00%
198.84.175.4,1,0.00%
49.145.130.82,1,0.00%
3.16.175.255,1,0.00%
104.248.143.83,1,0.00%
174.53.174.28,1,0.00%
82.19.221.184,1,0.00%
13.33.4.4,1,0.00%
18.64.236.92,1,0.00%
184.26.128.68,1,0.00%
23.204.147.234,1,0.00%
17.248.129.74,1,0.00%
184.26.142.147,1,0.00%
184.26.142.168,1,0.00%
96.17.68.74,1,0.00%
17.188.165.94,1,0.00%
13.226.93.35,1,0.00%
52.85.86.126,1,0.00%
13.226.235.119,1,0.00%
17.188.168.27,1,0.00%
13.249.120.92,1,0.00%
17.188.155.49,1,0.00%
10.1.9.160,1,0.00%
23.72.224.126,1,0.00%
118.195.225.60,1,0.00%
23.66.101.153,1,0.00%
23.34.242.32,1,0.00%
44.227.65.245,1,0.00%
17.250.98.207,1,0.00%
13.33.4.59,1,0.00%
96.16.60.82,1,0.00%
93.57.253.72,1,0.00%
184.51.228.37,1,0.00%
109.81.215.75,1,0.00%
193.34.166.127,1,0.00%
23.11.230.35,1,0.00%
85.10.148.5,1,0.00%
17.188.150.173,1,0.00%
10.211.55.3,1,0.00%
23.196.48.30,1,0.00%
17.248.131.24,1,0.00%
23.196.48.233,1,0.00%
77.67.127.25,1,0.00%
205.197.3.66,1,0.00%
69.192.139.239,1,0.00%
17.248.134.208,1,0.00%
23.40.207.65,1,0.00%
104.127.242.124,1,0.00%
17.248.185.138,1,0.00%
87.123.203.208,1,0.00%
3.163.115.36,1,0.00%
172.232.11.200,1,0.00%
13.225.142.52,1,0.00%
52.46.130.91,1,0.00%
18.65.21.130,1,0.00%
35.173.67.203,1,0.00%
104.26.12.205,1,0.00%
142.250.217.138,1,0.00%
142.251.2.154,1,0.00%
34.233.57.131,1,0.00%
18.65.21.206,1,0.00%
54.147.142.187,1,0.00%
52.45.78.121,1,0.00%
3.163.125.10,1,0.00%
54.87.233.155,1,0.00%
13.33.21.126,1,0.00%
18.164.174.69,1,0.00%
216.137.39.60,1,0.00%
104.21.53.54,1,0.00%
172.67.221.244,1,0.00%
172.217.14.66,1,0.00%
54.210.227.222,1,0.00%
34.120.210.149,1,0.00%
172.217.12.130,1,0.00%
3.215.94.179,1,0.00%
3.163.101.44,1,0.00%
18.160.60.32,1,0.00%
99.84.203.12,1,0.00%
104.21.1.176,1,0.00%
23.37.123.225,1,0.00%
23.66.3.138,1,0.00%
13.249.118.89,1,0.00%
13.32.66.32,1,0.00%
104.84.55.150,1,0.00%
23.40.207.161,1,0.00%
52.71.83.50,1,0.00%
104.91.118.232,1,0.00%
18.65.25.35,1,0.00%
104.98.115.139,1,0.00%
23.221.226.146,1,0.00%
184.30.170.202,1,0.00%
18.164.174.30,1,0.00%
3.216.222.178,1,0.00%
69.192.139.101,1,0.00%
142.250.201.195,1,0.00%
96.16.68.244,1,0.00%
89.40.71.106,1,0.00%
104.17.3.184,1,0.00%
73.170.240.88,1,0.00%
84.59.104.139,1,0.00%
184.87.194.43,1,0.00%
107.181.189.34,1,0.00%
84.136.23.69,1,0.00%
76.255.198.131,1,0.00%
49.183.34.219,1,0.00%
207.154.218.140,1,0.00%
95.117.108.57,1,0.00%
99.81.233.36,1,0.00%
45.134.142.217,1,0.00%
143.110.147.13,1,0.00%
185.69.132.206,1,0.00%
5.146.193.140,1,0.00%
20.232.186.70,1,0.00%
96.16.60.81,1,0.00%
3.37.25.117,1,0.00%
77.181.26.219,1,0.00%
31.204.150.113,1,0.00%
72.246.65.202,1,0.00%
106.75.67.11,1,0.00%
2.152.78.124,1,0.00%
52.40.55.24,1,0.00%
81.17.18.195,1,0.00%
81.17.29.147,1,0.00%
23.198.65.202,1,0.00%
17.253.39.208,1,0.00%
17.253.55.207,1,0.00%
13.32.215.66,1,0.00%
17.248.132.41,1,0.00%
35.161.68.49,1,0.00%
54.230.21.68,1,0.00%
209.126.120.242,1,0.00%
96.7.245.33,1,0.00%
46.242.10.2,1,0.00%
91.126.231.202,1,0.00%
85.149.159.156,1,0.00%
100.14.66.54,1,0.00%
185.194.93.135,1,0.00%
52.218.230.16,1,0.00%
92.202.241.242,1,0.00%
46.227.71.106,1,0.00%
134.209.19.252,1,0.00%
23.50.229.44,1,0.00%
101.183.57.87,1,0.00%
31.57.215.23,1,0.00%
54.230.253.110,1,0.00%
79.136.72.137,1,0.00%
123.3.248.162,1,0.00%
81.153.193.58,1,0.00%
104.17.211.243,1,0.00%
136.244.103.63,1,0.00%
104.16.117.190,1,0.00%
44.216.219.92,1,0.00%
54.230.31.49,1,0.00%
45.194.19.253,1,0.00%
109.86.70.81,1,0.00%
35.160.151.220,1,0.00%
18.244.202.80,1,0.00%
47.225.121.62,1,0.00%
216.239.36.181,1,0.00%
96.234.172.163,1,0.00%
104.16.140.206,1,0.00%
50.112.157.213,1,0.00%
35.174.127.31,1,0.00%
108.139.15.61,1,0.00%
23.222.145.41,1,0.00%
104.17.129.110,1,0.00%
75.166.161.42,1,0.00%
23.196.47.18,1,0.00%
124.171.154.76,1,0.00%
142.250.188.232,1,0.00%
116.240.236.169,1,0.00%
18.155.7.177,1,0.00%
104.19.155.83,1,0.00%
134.215.157.228,1,0.00%
104.17.203.204,1,0.00%
173.194.219.154,1,0.00%
188.134.77.37,1,0.00%
104.19.154.83,1,0.00%
64.228.249.46,1,0.00%
209.171.188.93,1,0.00%
88.130.29.177,1,0.00%
95.29.97.61,1,0.00%
44.240.52.117,1,0.00%
73.154.145.3,1,0.00%
5.68.103.202,1,0.00%
216.128.144.226,1,0.00%
104.18.134.59,1,0.00%
5.8.204.134,1,0.00%
104.17.107.199,1,0.00%
104.54.8.142,1,0.00%
162.0.229.244,1,0.00%
213.245.26.226,1,0.00%
107.159.43.105,1,0.00%
91.210.169.33,1,0.00%
73.209.0.128,1,0.00%
50.65.109.3,1,0.00%
52.58.78.16,1,0.00%
101.182.134.110,1,0.00%
213.189.217.213,1,0.00%
184.85.12.88,1,0.00%
99.250.93.125,1,0.00%
13.226.219.96,1,0.00%
17.57.10.6,1,0.00%
82.65.161.82,1,0.00%
13.226.225.16,1,0.00%
185.153.179.139,1,0.00%
18.164.78.70,1,0.00%
23.55.62.139,1,0.00%
137.186.252.185,1,0.00%
129.213.157.213,1,0.00%
178.198.10.167,1,0.00%
101.98.121.201,1,0.00%
104.18.25.196,1,0.00%
54.230.31.32,1,0.00%
197.161.57.195,1,0.00%
60.242.146.189,1,0.00%
98.226.184.207,1,0.00%
79.137.195.9,1,0.00%
210.84.31.99,1,0.00%
54.159.251.179,1,0.00%
104.17.106.199,1,0.00%
110.151.104.205,1,0.00%
54.209.91.188,1,0.00%
142.198.8.23,1,0.00%
72.199.198.173,1,0.00%
75.2.26.18,1,0.00%
68.66.216.40,1,0.00%
185.104.29.70,1,0.00%
91.195.240.94,1,0.00%
72.29.74.90,1,0.00%
82.21.99.107,1,0.00%
104.75.163.179,1,0.00%
185.236.108.204,1,0.00%
184.50.26.146,1,0.00%
104.18.58.232,1,0.00%
172.67.152.100,1,0.00%
165.254.138.51,1,0.00%
52.85.131.113,1,0.00%
23.39.46.41,1,0.00%
184.24.98.202,1,0.00%
13.226.100.126,1,0.00%
18.154.206.64,1,0.00%
17.248.142.38,1,0.00%
18.64.155.84,1,0.00%
3.161.136.127,1,0.00%
52.85.35.67,1,0.00%
18.64.159.64,1,0.00%
23.37.96.203,1,0.00%
172.232.44.48,1,0.00%
13.226.93.126,1,0.00%
23.64.114.46,1,0.00%
23.37.214.90,1,0.00%
17.242.13.6,1,0.00%
52.85.133.246,1,0.00%
17.253.111.201,1,0.00%
17.188.139.167,1,0.00%
23.76.44.213,1,0.00%
103.224.212.220,1,0.00%
199.59.243.224,1,0.00%
17.188.135.40,1,0.00%
17.248.129.100,1,0.00%
64.32.8.69,1,0.00%
172.67.161.192,1,0.00%
128.65.195.232,1,0.00%
17.253.37.200,1,0.00%
23.60.12.104,1,0.00%
17.188.138.30,1,0.00%
154.201.255.27,1,0.00%
154.204.178.134,1,0.00%
17.248.134.204,1,0.00%
198.50.252.64,1,0.00%
23.73.129.186,1,0.00%
52.85.133.181,1,0.00%
5.45.77.30,1,0.00%
23.59.188.106,1,0.00%
23.37.96.114,1,0.00%
172.20.202.149,1,0.00%
82.73.221.51,1,0.00%
23.214.101.114,1,0.00%
23.213.26.216,1,0.00%
91.9.52.81,1,0.00%
23.205.89.71,1,0.00%
176.124.216.236,1,0.00%
76.27.231.25,1,0.00%
98.192.92.112,1,0.00%
220.240.136.181,1,0.00%
46.146.230.233,1,0.00%
64.67.88.220,1,0.00%
23.55.241.154,1,0.00%
86.21.248.99,1,0.00%
23.41.4.89,1,0.00%
23.13.71.53,1,0.00%
13.226.103.104,1,0.00%
104.78.247.177,1,0.00%
5.42.65.55,1,0.00%
52.85.192.46,1,0.00%
23.67.33.208,1,0.00%
23.38.189.88,1,0.00%
139.228.47.205,1,0.00%
86.99.93.220,1,0.00%
62.199.23.64,1,0.00%
104.18.6.134,1,0.00%
17.188.149.37,1,0.00%
17.188.156.50,1,0.00%
18.154.206.113,1,0.00%
17.248.128.181,1,0.00%
17.248.128.232,1,0.00%
23.40.205.40,1,0.00%
96.16.55.44,1,0.00%
110.147.201.229,1,0.00%
104.18.11.89,1,0.00%
174.109.64.63,1,0.00%
207.148.18.36,1,0.00%
47.158.5.114,1,0.00%
65.108.193.32,1,0.00%
87.171.119.244,1,0.00%
23.214.97.35,1,0.00%
184.28.81.30,1,0.00%
115.64.47.150,1,0.00%
50.123.77.5,1,0.00%
89.66.165.127,1,0.00%
93.43.210.119,1,0.00%
41.62.143.182,1,0.00%
13.226.184.108,1,0.00%
107.189.6.80,1,0.00%
93.95.230.165,1,0.00%
82.4.159.184,1,0.00%
194.87.101.57,1,0.00%
146.70.173.133,1,0.00%
82.64.135.68,1,0.00%
73.194.159.50,1,0.00%
158.247.199.233,1,0.00%
68.144.239.221,1,0.00%
52.73.120.145,1,0.00%
52.217.45.252,1,0.00%
52.216.133.43,1,0.00%
34.228.34.252,1,0.00%
52.217.82.36,1,0.00%
38.18.127.227,1,0.00%
52.203.67.1,1,0.00%
23.53.218.114,1,0.00%
20.77.8.135,1,0.00%
156.17.234.6,1,0.00%
52.217.9.84,1,0.00%
18.208.64.171,1,0.00%
13.249.109.83,1,0.00%
181.141.25.250,1,0.00%
94.210.216.185,1,0.00%
173.66.22.220,1,0.00%
23.54.168.201,1,0.00%
184.50.204.23,1,0.00%
23.209.36.67,1,0.00%
99.84.206.25,1,0.00%
52.216.229.155,1,0.00%
52.201.210.102,1,0.00%
37.195.241.117,1,0.00%
13.249.102.80,1,0.00%
66.42.62.115,1,0.00%
73.251.55.34,1,0.00%
52.217.36.28,1,0.00%
52.5.212.7,1,0.00%
144.2.100.26,1,0.00%
34.196.77.182,1,0.00%
201.211.138.72,1,0.00%
52.216.176.235,1,0.00%
68.39.57.249,1,0.00%
108.138.159.56,1,0.00%
217.209.112.69,1,0.00%
23.32.152.253,1,0.00%
95.216.97.183,1,0.00%
208.110.73.107,1,0.00%
23.209.36.59,1,0.00%
23.201.195.133,1,0.00%
87.118.88.194,1,0.00%
23.215.104.107,1,0.00%
95.216.97.244,1,0.00%
148.251.87.112,1,0.00%
